FinancialYear,Componend,Description,Quantity,UnitPrice,TotalPrice,ProductType,CusGroup,CustomerName,Date,Division,UnitofMeasure,Supplier,CATNo,Cluster,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,02_ACHIVE,SODIUMMICROVOLUMEELECTRODE,2,43005,86010,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,THERMOELECTRONOY,981594,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRP-immunoturbidimetrytest1x10ml+6x20ml,10,21900,219000,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,BIOLABOSAS,CRP620E,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CAPICLEAN(25ML),2,10104.4087,20208.82,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2058,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,MINICAPPROTEIN(E),4,67463.2087,269852.83,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2203,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,MINICAPHEMOGLOBIN(E),4,76261.6087,305046.43,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2207,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,MINICAPHBA1C,6,75551.3304,453307.98,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2215,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CONTROLEHBA1CCAPILLAIRE2,2,12127.7565,24255.51,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),4774,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GLUCOSE(HK)8x20ml,5,7407.75,37038.75,CON,GVT,TEACHINGHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981779,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GLUCOSEGOD-PAP1000ML,4,8804.9913,35219.97,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PCS,BIOLABOSAS,16GL8,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALBUMIN2X200ML,5,5657.0783,28285.39,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80002,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TRIGLYCERIDESGPO2X50ML,10,10433.1826,104331.83,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80019,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AST/GOT(IFCC.)SINGALVIAL20X10mL,40,19386.7652,775470.61,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80025,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC.)SINGALVIAL20X10mL,40,19386.7652,775470.61,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80027,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CHOLESTEROLCHOD-PAP2X100ML,5,10847.9043,54239.52,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80106,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CREATININE(KINETIC)2X125mL,40,8215.3043,328612.17,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80107,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TOTALBILIRUBIN(DMSO)2X200ML,10,17106.5565,171065.57,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80443,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,DIRECTBILRUBIN2X200ML,4,16054.887,64219.55,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,80553,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GAMMA-GTSOLUBLEGPNA8x30ML,10,28469.4696,284694.7,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,81110,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,HDL-CHOLESTEROLDIRECTMETHOD400-500TEST,5,55955.8609,279779.3,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,90406,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,UREAU.V.KINETIC7X30ML,40,12986.7913,519471.65,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,92032,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BIOLABOEXATROL-N(NORMALLEVEL)10X5ML,4,27236.2609,108945.04,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95010,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BIOLABOEXATROL-P(PATHOLOGICALLEVEL)10X5ML,4,8378.4087,33513.63,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95011,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,URINECHEMISTRYLEVEL1/LEVEL2,2,6068.287,12136.57,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95012,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,MULTICALIBRATOR10X5ML,2,33523.5217,67047.04,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95015,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BIOLABOPAEDIATRICCONTROL3X3ML,4,19663.6348,78654.54,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95403,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,HDL/LDL/CK-MBCONTROLSERALEVEL1-2X2ML,3,6652.0957,19956.29,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,95516,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BIOLABOCRPcontrolhigh1x1ml,30,1700,51000,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,CRP/CONT_H1,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BIOLABOCRPLOWCONTROL1X1ML,6,1700,10200,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,CRP/CONT_L1,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRP-immunoturbidimetrytest1x10ml+6x20ml,80,21900,1752000,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,CRP620E,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,"CLEANINGSOLUTION,ACID100ML(formindray)BS300",5,735,3675,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PCS,LOCALPURCHASE-MR.WEERAWARNE,G010-A,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TOTALPROTEINBIURETMETHODREADYTOUSE1X200,30,8191,245730,CON,GVT,GENERALHOSPITAL(TEACHING)-KEGALLE,6/5/2017,MED,PACK,BIOLABOSAS,LP87016,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,NOTROL-5MLX10,2,19391.0261,38782.05,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981043,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ABTROL5MLX10,2,19391.0261,38782.05,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981044,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCONTROL5x1ML,1,23964.713,23964.71,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981251,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCALIBRATIONSET,1,19149.5565,19149.56,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981674,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCONTROLHIGH,1,28908.5304,28908.53,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981679,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALBUMIN(BCG)8x20ML,6,4240.5826,25443.5,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981767,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC)8*20ML,5,7700.3565,38501.78,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981769,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AMYLASE(IFCC)8*5ML,1,11054.4,11054.4,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981770,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AST/GOT(IFCC),5,7700.3565,38501.78,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981771,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CALCIUM8x20ML,3,9080.4,27241.2,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981772,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GAMMA-GT(IFCC)15x5ML,1,7102.8783,7102.88,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981778,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GLUCOSE(GOD-POD)12x20ML,5,4795.7565,23978.78,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981780,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TRIGLYCERIDED12x20ML,1,16193.8522,16193.85,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981786,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,URICACID(AOX)8x20ML,1,9688.4609,9688.46,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981788,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CHOLESTEROL12X20ML,2,9579.1913,19158.38,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981813,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,UREA12x20ML,6,10368.7913,62212.75,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981820,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TOTALPROTEINPLUS12*20ML,4,4959.6783,19838.71,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981827,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ECAL3MLX5,2,12554.287,25108.57,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981830,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,SCAL3MLX10,2,12473.2087,24946.42,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981831,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALP(IFCC)PLUS15x5ML,4,5862.0783,23448.31,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981832,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,U/CSFPROTEIN8*20ML,1,7238.5913,7238.59,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981843,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALBUMINUCALIBRATOR,1,9891.1478,9891.15,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981877,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,MAGNESIUM8*10ML,4,4385.1043,17540.42,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981885,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,PHOSPHORUS8X10ML,2,6746.8522,13493.7,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981891,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BILIRUBINDIRECT20*4ML,3,7443.0435,22329.13,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981892,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CREATININEENZYMATIC4X30ML,2,21139.4261,42278.85,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981896,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BILLIRUBINTOTAL(NBD)4x20ML,5,8706.7478,43533.74,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981897,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRP1x3ML,10,30237.4522,302374.52,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981933,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,WASHINGSOLUTION4.5%_4X20ML,1,7014.7478,7014.75,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,984030,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ISECALIBRATOR4X400ML,10,41066,410660,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,984031,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,"TENCELLCUVETTES,10800TESTS",9,21729.6,195566.4,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,Box,THERMOELECTRONOY,986000,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,SAMPLECUP0.5ML(1000PCS),1,17170.2783,17170.28,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,989220,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,NOTROL-5MLX10,2,21037.6087,42075.22,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981043,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ABTROL5MLX10,2,21037.6087,42075.22,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981044,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCONTROL5x1ML,1,22344,22344,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981251,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,GAMMAGT(IFCC)10X20ML,2,14917.8783,29835.76,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981377,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCALIBRATIONSET,1,17855,17855,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981674,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALBUMIN(BCG)8x20ML,4,4172.8783,16691.51,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981767,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALT/GPT(IFCC)8*20ML,12,7578.3826,90940.59,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981769,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AMYLASE(IFCC)8*5ML,2,10878.8783,21757.76,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981770,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,AST/GOT(IFCC),15,7578.3826,113675.74,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981771,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,URICACID(AOX)8x20ML,4,9534.8783,38139.51,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981788,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,UREA12x20ML,20,10204.2522,204085.04,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981820,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,TOTALPROTEINPLUS12*20ML,2,4880.7478,9761.5,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981827,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CK-IFCC2X25ML,2,16688.8783,33377.76,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981829,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ECAL3MLX5,1,11838.7826,11838.78,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981830,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,SCAL3MLX10,1,11761.6174,11761.62,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981831,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALP(IFCC)PLUS10X20ML,2,8007.1304,16014.26,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981833,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,BILIRUBINDIRECT20*4ML,4,7323.7478,29294.99,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981892,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CREATININEENZYMATIC4X30ML,3,17117.1217,51351.37,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981896,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRP1x3ML,10,24669.7478,246697.48,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,981933,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,WASHINGSOLUTION4.5%_4x20ML,3,6674.9478,20024.84,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,984030,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,"TENCELLCUVETTES,10800TESTS",20,48495.113,969902.26,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,Box,THERMOELECTRONOY,986000,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,SAMPLECUP0.5ML(1000PCS),1,16009,16009,CON,GVT,TEACHINGHOSPITAL-KANDY,6/5/2017,MED,PACK,THERMOELECTRONOY,989220,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ABTROL5MLX10,1,19391.0261,19391.03,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981044,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCONTROL5x1ML,1,23964.713,23964.71,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981251,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCALIBRATIONSET,1,19149.5652,19149.57,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981674,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,CRPCONTROLHIGH,1,28908.5217,28908.52,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981679,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,ALBUMIN(BCG)8x20ML,6,4240.5739,25443.44,CON,GVT,SIRIMAVOBANDARANAYAKEPEADIATRICHOSPITAL-PERADENIYA,6/5/2017,MED,PACK,THERMOELECTRONOY,981767,MED-CLUSTER-03,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
